id,name,description,rarity,class,level
1013830,Healing Light,"Paladin Healing Light
Crossover Talent
Increases the amount healed by your Holy Light, Flash of Light and the effectiveness of Holy Shock spells by 12%.

This Mystic Enchant does not stack with the Healing Light Talent. Requires 30 Protection or 30 Retribution Paladin Talents ID 1013830",Rare,Paladin,45
200105,Soul Swap,Warlock ID 200105,Legendary,Warlock,30
200396,Trap Launcher,"Hunter Trap Launcher
Grants the ability to launch your Explosive Trap and Immolation Trap up to 30 yards away.


 Trap Launcher: Immolation Trap
Launches your Immolation Trap at the target location.

 Trap Launcher: Explosive Trap
Launches your Explosive Trap at the target location. ID 200396",Artifact,Hunter,16
201494,Stay Frosty,"Mage Stay Frosty
Requires  Fingers of Frost (Rank 1)
Casting damaging spells increases the chance to trigger your Fingers of Frost talent by an additional 2% until it triggers.

Casting Deep Freeze grants 1 charge of Fingers of Frost. Requires 30 Frost Mage Talents ID 201494",Epic,Mage,45
1013791,Demonic Brutality,"Warlock Demonic Brutality
Crossover Talent
Increases the effectiveness of your Voidwalker's Torment, Consume Shadows, Sacrifice and Suffering spells by 30%, and increases the attack power bonus on your Felguard's Demonic Frenzy effect by 3%.

Hold SHIFT for more information Requires 30 Affliction or 30 Destruction Warlock Talents ID 1013791",Rare,Warlock,45
1013780,Improved Curse of Weakness,"Warlock Improved Curse of Weakness
Crossover Talent
Increases the amount of attack power reduced by your Curse of Weakness by 20%.

This Mystic Enchant does not stack with the Improved Curse of Weakness Talent. Requires 30 Demonology or 30 Destruction Warlock Talents ID 1013780",Rare,Warlock,45
201534,Flame Alignment,"Mage Flame Alignment
Your Scorch deals 15% increased damage on targets affected by your Fireball. ID 201534",Epic,Mage,22
201598,Tiger's Instinct,Druid ID 201598,Epic,Druid,24
1013700,Darkness,"Priest Darkness
Crossover Talent
Increases your Shadow spell damage by 10%.

This Mystic Enchant does not stack with the Darkness Talent. Requires 30 Discipline or 30 Holy Priest Talents ID 1013700",Rare,Priest,45
201364,Unstable Void,Warlock ID 201364,Epic,Warlock,50
554063,Glyph of Dispel Magic,"Priest Glyph of Dispel Magic
Your Dispel Magic spell also heals your target for 3% of maximum health. ID 554063",Rare,Priest,18
201571,Tides of Restoration,"Shaman Tides of Restoration
Casting Lesser Healing Wave empowers your next Healing Wave, reducing its mana cost by 20% and increasing its critical chance by 10%. This effect stacks up to 3 times and lasts for 12 sec. ID 201571",Epic,Shaman,20
554089,Glyph of Conflagrate,"Warlock Glyph of Conflagrate
Your Conflagrate spell no longer consumes your Immolate or Shadowflame spell from the target. ID 554089",Rare,Warlock,40
201467,Elemental Torrent,"Mage Elemental Torrent
When your Water Elemental deals damage with Waterbolt you gain 1% haste for 10 sec, stacking up to 6 times. ID 201467",Epic,Mage,50
200857,Heating Up!,"Warlock Heating Up!
Requires  Conflagrate
Dealing direct damage with Conflagrate applies Heating Up!.

 Heating Up!
You deal 2% increased Fire damage to the target. Stacks up to 5 times and lasts for 15 sec. ID 200857",Epic,Warlock,40
201202,Swift Avenger,"Paladin Swift Avenger
Requires  Avenger's Shield (Rank 1)
Your Avenger's Shield hits up to 3 additional targets. For each target hit, you gain 10% increased movement speed. Stacks up to 5 times and lasts 4 sec. ID 201202",Epic,Paladin,50
200111,Halo,Priest ID 200111,Legendary,Priest,30
201603,Lava Ignition,"Shaman Lava Ignition
Your Lava Lash deals 30% increased damage on targets affected by your Flame Shock.

Using Lava Lash refreshes your Flame Shock duration on the target and spreads it to 4 enemies. ID 201603",Epic,Shaman,20
1013623,Permafrost,"Mage Permafrost
Crossover Talent
Increases the duration of your Chill effects by 3 secs, reduces the target's speed by an additional 10%, and reduces the target's healing received by 20%.

This Mystic Enchant does not stack with the Permafrost Talent. Requires 30 Arcane or 30 Fire Mage Talents ID 1013623",Rare,Mage,45
200975,Blessed Hammer,"Paladin Blessed Hammer
Requires  Hammer of the Righteous
Your Hammer of the Righteous deals 10% increased damage and increases your Holy damage done on enemies hit by 3% for 15 sec, stacking up to 3 times. ID 200975",Epic,Paladin,60
1013895,Holy Mastery,"Paladin Holy Mastery
Increases the critical strike chance of your spells by 4% and reduces their mana cost by 4%. ID 1013895",Legendary,Paladin,30
201487,Lava Burn,"Shaman Lava Burn
When Lava Burst critically strikes, you burn the target for an additional 20% of the damage dealt over 8 sec. ID 201487",Epic,Shaman,54
1013726,Anticipation,"Shaman Anticipation
Crossover Talent
Increases your chance to dodge by an additional 3%, and reduces the duration of all Disarm effects used against you by 50%. This does not stack with other Disarm duration reducing effects.

This Mystic Enchant does not stack with the Anticipation Talent. Requires 30 Elemental or 30 Restoration Shaman Talents ID 1013726",Rare,Shaman,45
1013735,Vile Poisons,"Rogue Vile Poisons
Crossover Talent
Increases the damage dealt by your poisons and Envenom ability by 20% and gives your damage over time poisons an additional 30% chance to resist dispel effects.

This Mystic Enchant does not stack with the Vile Poisons Talent. Requires 30 Combat or 30 Subtlety Rogue Talents ID 1013735",Rare,Rogue,45
1013616,Burning Soul,"Mage Burning Soul
Crossover Talent
Reduces the pushback suffered from damaging attacks while casting Fire spells by 70% and reduces the threat caused by your Fire spells by 20%.

This Mystic Enchant does not stack with the Burning Soul Talent. Requires 30 Arcane or 30 Frost Mage Talents ID 1013616",Rare,Mage,45
200868,Nature's Fervor,"Druid Nature's Fervor
When you fully apply Lacerate to an enemy, you gain Nature's Fervor.

 Nature's Fervor
Your next Mangle (Bear) deals 20% increased damage and 50% increased threat. 

Your next Faerie Fire reduces your Physical damage taken by 5% for 4 seconds.

Your next Lacerate deals 75% increased direct damage and 100% increased threat.

Using an empowered ability removes 2 stacks of Lacerate from the target. ID 200868",Legendary,Druid,30
200726,Swift Execution,Paladin ID 200726,Epic,Paladin,30
1013857,Elemental Weapons,"Shaman Elemental Weapons
Crossover Talent
Increases the damage caused by your Windfury Weapon effect by 40%  increases the spell damage on your Flametongue Weapon by 30% and increases the bonus healing on your Earthliving Weapon by 30%.

This Mystic Enchant does not stack with the Elemental Weapons Talent. Requires 30 Elemental or 30 Restoration Shaman Talents ID 1013857",Rare,Shaman,45
1013604,Languish,"Druid Languish
Your Starfire, Wrath and Starsurge critical strikes causes the target to take an additional 8% of your spell's damage over 4 sec. ID 1013604",Epic,Druid,15
201018,Binding Shot,Hunter ID 201018,Artifact,Hunter,35
1013666,Endurance,Rogue Requires 30 Assassination or 30 Subtlety Rogue Talents ID 1013666,Rare,Rogue,45
200611,Heavyweight,"Warrior Heavyweight
Dealing damage with Overpower or Execute grants 2 stacks, and Slam grants 1 stack of Heavyweight, increasing your physical damage by 1%, stacking up to 6 times.

After reaching max stacks you gain Ready to Crush.

 Ready to Crush
Your next Mortal Strike deals 30% increased damage and has a 30% increased critical strike chance. 

Your next Thunder Clap sends out an aftershock, dealing 150% weapon damage to nearby enemies. ID 200611",Legendary,Warrior,30
200572,Wild Felfire,"Warlock Wild Felfire
Requires  Chaos Bolt (Rank 1)
Dealing damage with Chaos Bolt calls down a fiery rain, dealing 83 Fire damage to nearby enemies every second for 4 sec. ID 200572",Epic,Warlock,60
201241,Clear Mind,"Shaman Clear Mind
Your Elemental Focus Clearcasting gains an extra charge and grants 3% spell haste. ID 201241",Epic,Shaman,20
1013723,Improved Healing Wave,"Shaman Improved Healing Wave
Crossover Talent
Reduces the casting time of your Healing Wave spell by 0.5 sec.

This Mystic Enchant does not stack with the Improved Healing Wave Talent. Requires 30 Elemental or 30 Enhancement Shaman Talents ID 1013723",Rare,Shaman,45
201240,Guardian of Ancient Kings,Paladin ID 201240,Legendary,Paladin,60
1300143,Leap of Faith,Priest ID 1300143,Artifact,Priest,35
554168,Glyph of Heroic Strike,"Warrior Glyph of Heroic Strike
You gain 10 rage when you critically strike with your Heroic Strike ability. ID 554168",Rare,Warrior,1
554274,Glyph of Claw,"Druid Glyph of Claw
Reduces the energy cost of your Claw ability by 5. ID 554274",Rare,Druid,20
1013969,Taste for Blood,"Warrior Taste for Blood
Crossover Talent
Whenever your Rend ability causes damage, you have a 100% chance of allowing the use of your Overpower ability for 9 sec.  1 charge.  This effect will not occur more than once every 6 sec.

This Mystic Enchant does not stack with the Taste for Blood Talent. Requires 30 Fury or 30 Protection Warrior Talents ID 1013969",Rare,Warrior,45
1013736,Improved Fire Nova,Shaman Requires 30 Enhancement or 30 Restoration Shaman Talents ID 1013736,Rare,Shaman,45
200076,Glyph of Quick Shot,"Hunter Glyph of Quick Shot
Increases the critical strike chance of Quick Shot by 3%. This chance is doubled on bleeding targets. ID 200076",Rare,Hunter,10
1013717,Improved Water Shield,"Shaman Improved Water Shield
Crossover Talent
You have a 100% chance to instantly gain mana as if you consumed a Water Shield Orb when you gain a critical effect from your Healing Wave or Riptide spells, a 60% chance when you gain a critical effect from your Lesser Healing Wave spell, and a 40% chance when you gain a critical effect from your Chain Heal spell.

This Mystic Enchant does not stack with the Improved Water Shield Talent. Requires 30 Elemental or 30 Enhancement Shaman Talents ID 1013717",Rare,Shaman,45
201529,Searing Flames,"Warlock Searing Flames
Your Searing Pain deals 20% increased damage on targets affected by your Immolate.

After killing an opponent that yields experience or honor your next Immolate deals 20% increased damage. ID 201529",Epic,Warlock,15
200262,Carnage Incarnate,Druid ID 200262,Legendary,Druid,30
201524,Relentless Fury,Warrior ID 201524,Epic,Warrior,15
200729,Critical Time,"Mage Critical Time
Requires  Living Bomb (Rank 1)
Your spells now have a 5% increased chance to critically strike your Living Bomb targets. ID 200729",Epic,Mage,60
1013810,Improved Aspect of the Monkey,"Hunter Improved Aspect of the Monkey
Crossover Talent
Increases the Dodge bonus of your Aspect of the Monkey and Aspect of the Dragonhawk by 6%.

This Mystic Enchant does not stack with the Improved Aspect of the Monkey Talent. ID 1013810",Rare,Hunter,45
1013828,Illumination,"Paladin Illumination
Crossover Talent
After getting a critical effect from your Flash of Light, Holy Light, or Holy Shock heal spell you have a 100% chance to gain mana equal to 30% of the base cost of the spell.

This Mystic Enchant does not stack with the Illumination Talent. Requires 30 Protection or 30 Retribution Paladin Talents ID 1013828",Rare,Paladin,45
201459,Cataclysmic Burst,"Warlock Cataclysmic Burst
Dealing damage with Incinerate extends the duration of your Immolate by 2 seconds and increases the periodic damage of Immolate by 8%, stacking up to 4 times. This effect is consumed when casting Conflagrate. ID 201459",Legendary,Warlock,30
200047,Combat Readiness,Rogue ID 200047,Artifact,Rogue,35
201599,Frenzied Slashing,"Druid Frenzied Slashing
Using Swipe (Bear) or Thrash increases your attack speed by 20% for 12 sec. This effect can only occur once every 10 seconds. ID 201599",Epic,Druid,15
200748,Prayer Circle,"Priest Prayer Circle
Casting Holy Fire reduces the cast time of your next Prayer of Healing by 50% and its mana cost by 100%. ID 200748",Epic,Priest,50
201282,Power of Generosity,Priest ID 201282,Epic,Priest,40
1013874,Arcane Mastery,"Mage Arcane Mastery
Increases your haste by 4% and increases your Intellect by 8%. ID 1013874",Legendary,Mage,30
200674,Power Through,Hunter ID 200674,Epic,Hunter,30
200513,Frozen Haste,"Mage Frozen Haste
Your Frost Bomb explosion increases your spell haste by 8% for 8 sec. The duration is increased by 3 sec for each additional target hit, up to a maximum of 20 sec. ID 200513",Epic,Mage,30
1013910,Flanking Strike,Hunter ID 1013910,Artifact,Hunter,35
1013883,Subtlety Mastery,"Rogue Subtlety Mastery
Increases the damage done by your Ambush, Backstab, Hemorrhage and finishing moves by 6%. ID 1013883",Legendary,Rogue,30
554171,Glyph of Cleaving,"Warrior Glyph of Cleaving
Increases the number of targets your Cleave hits by 1. ID 554171",Rare,Warrior,25
201226,Power Overwhelming,Mage ID 201226,Epic,Mage,30
554276,Glyph of Quick Decay,"Warlock Glyph of Quick Decay
Your haste now reduces the time between periodic damage ticks of your Corruption spell. ID 554276",Rare,Warlock,40
554050,Glyph of Lightning Shield,"Shaman Glyph of Lightning Shield
Increases the damage from Lightning Shield by 20%. ID 554050",Rare,Shaman,8
201227,Going For the Kill,"Warrior Going For the Kill
Your Execute increases the duration of your active Rend by 4 seconds and Execute refunds any extra rage cost over 15. ID 201227",Epic,Warrior,24
200125,Siegebreaker,Warrior ID 200125,Artifact,Warrior,40
201564,Wraithweaver: Shadow Orbs,"Priest Wraithweaver: Shadow Orbs
When Shadow Word: Pain, Devouring Plague or Vampiric Touch deals damage, you have a 20% chance to gain a Shadow Orb.

Shadow Orbs increases the damage of Mind Blast by 10% per orb. You can store up to 3 orbs at a time.

When fully stacked, Mind Blast consumes your Shadow Orbs to send a Shadowy Apparition towards the target dealing 316 Shadow damage to all enemies within 5 yds when it reaches the target. ID 201564",Legendary,Priest,30
201539,No Remorse,"Rogue No Remorse
Requires  Remorseless Attacks (Rank 2)
Remorseless Attacks increases the critical strike chance of the ability by 100% and also reduces its energy cost by 50%. ID 201539",Epic,Rogue,15
201132,Pious Strikes,"Paladin Pious Strikes
Your Crusader Strike and Avenger's Shield deal 10% of its damage to nearby enemies as Holy damage and restores 5% base mana. This effect generates high threat. ID 201132",Epic,Paladin,15
201469,Molten Ammo,"Hunter Molten Ammo
Requires  Explosive Shot (Rank 1)
Explosive Shot makes your next 2 Steady Shots deal an additional 70% as Fire damage. ID 201469",Epic,Hunter,60
201159,Light's Hammer,Paladin ID 201159,Artifact,Paladin,35
200372,Touch of the Magi,Mage ID 200372,Legendary,Mage,30
201568,Stalker's Mark,"Hunter Stalker's Mark
Your Mongoose Bite and Counterattack deals 15% increased damage on targets affected by Hunter's Mark. ID 201568",Epic,Hunter,15
1013738,Improved Frostbolt,"Mage Improved Frostbolt
Crossover Talent
Reduces the casting time of your Frostbolt spell by 0.5 sec.

This Mystic Enchant does not stack with the Improved Frostbolt Talent. Requires 30 Arcane or 30 Fire Mage Talents ID 1013738",Rare,Mage,45
200078,Void Eruption,Priest ID 200078,Legendary,Priest,28
1013887,Balance Mastery,"Druid Balance Mastery
Eclipse (Lunar) now increases your damage done with all spells by 5%.

Eclipse (Solar) now increases your critical strike chance with all spells by 5%. ID 1013887",Legendary,Druid,30
200895,Void Herald: Madness of the Old Gods,"Priest Void Herald: Madness of the Old Gods
Requires  Void Herald: Whispers of the Old Gods
Using Shadowfiend summons 3 Tentacle of the Old Gods near the targeted enemy.

Summoning a Tentacle of the Old Gods increases your damage by 5% for 10 sec. ID 200895",Epic,Priest,30
200143,Purgation by Light,"Priest Purgation by Light
Your Holy Fire also deals 30% of its instant damage to up to 3 enemies within 8 yards and applies its damage over time effect to each enemy hit. ID 200143",Epic,Priest,20
200064,Meteor,Mage ID 200064,Legendary,Mage,30
200590,Holy Radiance,"Priest Holy Radiance
Healing an ally with Heal, Greater Heal or Flash Heal trigger Holy Radiance on all allies affected by your Renew.

 Holy Radiance
Heals for 30% of the healing done by your Heal, Greater Heal or Flash Heal. ID 200590",Legendary,Priest,30
200586,Void Herald: Whispers of the Old Gods,"Priest Void Herald: Whispers of the Old Gods
Dealing damage with Shadow Word: Pain has a 33% chance to summon a Tentacle of the Old Gods to wreak havoc on your enemies. 

This can only trigger once every 3 seconds. ID 200586",Legendary,Priest,30
201573,Sudden Aftermath,"Warlock Sudden Aftermath
Requires  Aftermath (Rank 1)
Casting Immolate on a monster which is not in combat triggers Aftermath, slowing it by 70% for 5 sec. In addition, your Aftermath increases the damage of your Immolate by 10%. ID 201573",Epic,Warlock,15
201513,Healing Tide,Shaman ID 201513,Epic,Shaman,20
201415,Leader of the Elements,Shaman ID 201415,Epic,Shaman,60
201480,Pendulum,"Priest Pendulum
Receive 3% spell haste while above 50% mana and 3% spell critical strike chance while below 50% mana. ID 201480",Epic,Priest,15
200397,Kingsbane,Rogue ID 200397,Legendary,Rogue,30
201592,Lightburst,"Priest Lightburst
Casting Holy Fire charges your next Holy Nova, causing it to deal 25% increased damage and healing and reducing its mana cost by 100%. ID 201592",Epic,Priest,20
201331,Hydra's Sting,Hunter ID 201331,Epic,Hunter,15
200650,Temporal Haste,"Mage Temporal Haste
Casting Arcane Blast reduces the cast time of your next direct damage spell except Arcane Blast by 20%. Stacks up to 3 times and lasts 15 sec.

Hold SHIFT for more information ID 200650",Epic,Mage,24
200630,Predator's Wrath: Focus,"Druid Predator's Wrath: Focus
Casting Wrath restores 15 energy. ID 200630",Epic,Druid,15
1013901,Nature's Majesty,"Druid Nature's Majesty
Crossover Talent
Increases the critical strike chance of your Wrath, Starfire, Starfall, Nourish and Healing Touch spells by 4%.

This Mystic Enchant does not stack with the Nature's Majesty Talent. Requires 30 Feral or 30 Restoration Druid Talents ID 1013901",Rare,Druid,45
1013605,Blood and Thunder,"Warrior Blood and Thunder
Thunder Clap refreshes the duration of your Rend on your current target and spreads it to up to 5 additional targets. ID 1013605",Epic,Warrior,15
200104,Hand of Gul'dan,Warlock ID 200104,Legendary,Warlock,30
200911,Purity of Light,"Priest Purity of Light
Requires  Surge of Light (Rank 1)
Surge of Light no longer prevents a critical strike from Flash Heal or Smite and allows it to be stacked up to 2 times. However, Surge of Light only reduces the mana cost by 60%. ID 200911",Epic,Priest,35
201450,Bleeding Edge,"Rogue Bleeding Edge
You gain 4 energy whenever you deal bleed damage with Garrote or Rupture or instant damage with Crimson Tempest. ID 201450",Epic,Rogue,15
202566,Ascending Flames,Shaman ID 202566,Epic,Shaman,30
201498,Astral Alignment,"Druid Astral Alignment
Casting Moonfire, Starfire or Starsurge on an enemy increases the damage they take from your Wrath by 10% for 10 sec. Casting Wrath on an affected target restores 5% base mana. ID 201498",Epic,Druid,15
201235,Infused Gems,"Mage Infused Gems
Mana Gem grants 8% spell haste and critical strike chance for 12 sec when used.

Newly created Mana Gems have unlimited charges. ID 201235",Epic,Mage,30
200161,Controlled Aggression,Warrior ID 200161,Epic,Warrior,55
201593,Razor Sweep,"Druid Razor Sweep
Using Rake causes your next Claw or Mangle (Cat) to hit an additional nearby enemy and restore 10 energy. ID 201593",Epic,Druid,24
200949,Blood Tracker: Carving Strikes,"Hunter Blood Tracker: Chaining Glaives
Your Glaive Toss chains to an additional 2 targets and your Deadly Bite increases the damage of Glaive Toss by 20% per stack. 

In addition, using Glaive Toss on an enemy affected by your Deadly Bite slows the target by 30% for 3 sec. ID 200949",Epic,Hunter,30
201482,Totem Master: Fire,"Shaman Totem Master: Fire
All your Fire Totems now also grant the Flametongue Totem or Totem of Wrath benefits (if known) and their mana cost is decreased by 30%. ID 201482",Epic,Shaman,15
1013967,T.N.T.,"Hunter T.N.T.
Crossover Talent
You already know the T.N.T. Talent. This Mystic Enchant will not activate if applied.

Increases the damage done by your Explosive Shot,  Explosive Trap, Black Arrow and Immolation Trap by 6%.

This Mystic Enchant does not stack with the T.N.T. Talent. Requires 30 Beast Mastery or 30 Marksmanship Hunter Talents ID 1013967",Rare,Hunter,45
201184,Everliving,Druid ID 201184,Epic,Druid,40
554135,Glyph of Gouge,"Rogue Glyph of Gouge
Reduces the energy cost of Gouge by 15. ID 554135",Rare,Rogue,6
200181,Frost Bomb,Mage ID 200181,Legendary,Mage,30
201297,Abjurer's Ward: Fire,Mage ID 201297,Rare,Mage,35
201478,Tethered Power,Shaman ID 201478,Epic,Shaman,30
201289,Insatiable,"Warrior Insatiable
Dealing damage with Rend increases the damage of your next Overpower by 8%, stacking up to 5 times. Using Overpower while it's active also grants you 5 Rage per stack. ID 201289",Epic,Warrior,15
200087,Ursol's Vortex,Druid ID 200087,Artifact,Druid,35
201608,Converging Elements,Shaman ID 201608,Epic,Shaman,15
1013712,Convection,"Shaman Convection
Crossover Talent
Reduces the mana cost of your Shock, Lightning Bolt, Chain Lightning, Lava Burst, and Wind Shear spells by 10%.

This Mystic Enchant does not stack with the Convection Talent. Requires 30 Enhancement or 30 Restoration Shaman Talents ID 1013712",Rare,Shaman,45
554144,Glyph of Sinister Strike,"Rogue Glyph of Sinister Strike
Your Sinister Strike critical strikes have a 50% chance to add an additional combo point. ID 554144",Rare,Rogue,1
1013800,Deflection,"Hunter Deflection
Crossover Talent
Increases your chance to parry by 3%, and reduces the duration of all Disarm effects used against you by 50%.  This does not stack with other Disarm duration reducing effects.

This Mystic Enchant does not stack with the Deflection Talent. Requires 30 Beast Mastery or 30 Marksmanship Hunter Talents ID 1013800",Rare,Hunter,45
201056,Enduring Aegis,"Warrior Enduring Aegis
While Shield Block is active your Shield Slam can hit an additional 3 targets. Using Shield Slam extends the duration of Shield Block by 3 sec.

Your Block Value is further increased by 15% while Shield Block is active. ID 201056",Legendary,Warrior,30
201182,Fire Fire Fireball,"Mage Fire Fire Fireball
After casting Fireball 3 times in combat, your next Fireball is empowered, requiring a 20% longer cast time to unleash a wave of Fireballs at your target.

Hold SHIFT for more information ID 201182",Epic,Mage,15
554027,Glyph of Consecration,Paladin ID 554027,Rare,Paladin,10
1013905,Blessed Vengeance,"Priest Blessed Vengeance
Crossover Talent
Increases the critical strike damage of your Holy Fire, Holy Nova, Penance and Smite by 100%.

Hold SHIFT for more information ID 1013905",Rare,Priest,45
1013976,Armored to the Teeth,"Warrior Armored to the Teeth
Crossover Talent
Increases your attack power by 3 for every 108 armor value you have.

This Mystic Enchant does not stack with the Armored to the Teeth Talent. Requires 30 Arms or 30 Protection Warrior Talents ID 1013976",Rare,Warrior,45
554179,Glyph of Victory Rush,"Warrior Glyph of Victory Rush
Your Victory Rush ability has a 30% increased critical strike chance. ID 554179",Rare,Warrior,10
554220,Glyph of Raptor Strike,"Hunter Glyph of Raptor Strike
Reduces damage taken by 20% for 3 sec after using Raptor Strike. ID 554220",Rare,Hunter,1
1013703,Improved Shadow Word: Pain,"Priest Improved Shadow Word: Pain
Crossover Talent
Increases the damage of your Shadow Word: Pain spell by 6%.

This Mystic Enchant does not stack with the Improved Shadow Word: Pain Talent. Requires 30 Discipline or 30 Holy Priest Talents ID 1013703",Rare,Priest,45
1013978,Nature's Grace,"Druid Nature's Grace
Crossover Talent
All non-periodic spell criticals have a 100% chance to grace you with a blessing of nature, increasing your spell casting speed by 20% for 3 sec.

This Mystic Enchant does not stack with the Nature's Grace Talent. Requires 30 Feral or 30 Restoration Druid Talents ID 1013978",Rare,Druid,45
1013985,Agent of Chaos,Warlock ID 1013985,Epic,Warlock,60
201005,Blade Vortex,Rogue ID 201005,Epic,Rogue,30
554107,Glyph of Fire Blast,"Mage Glyph of Fire Blast
Increases the critical strike chance of Fire Blast by 50% when the target is stunned or incapacitated. ID 554107",Rare,Mage,6
200593,Blessing of the Divines,"Paladin Blessing of the Divines
Your Paladin heals have a 33% chance to trigger a random blessing. This can only occur once every 5 seconds.


 Blessing of the Divines
Increases healing taken by 5% and reduces damage taken by 5%.

 Blessing of Radiance
Heals 3 party or raid members within 30 yards of you for 287.

 Blessing of Mending
Heals 3 party or raid members within 30 yards of you every 3 seconds for 141. Lasts 15 sec. ID 200593",Legendary,Paladin,30
201447,Combat Proficiency,"Rogue Combat Proficiency
Requires  Combat Potency (Rank 1)
Increases the chance to trigger the Combat Potency talent by 50%. 

In addition, gain 10% armor penetration. ID 201447",Epic,Rogue,45
201290,Rapid Shatter,"Mage Rapid Shatter
Immediately following up Frostbolt while it is still in the air with any other spell, increases the damage of that spell by 15%. ID 201290",Epic,Mage,15
200343,Flare Strike,Hunter ID 200343,Legendary,Hunter,30
554142,Glyph of Preparation,Rogue ID 554142,Rare,Rogue,30
200592,Renewed Through Absolution,"Priest Renewed Through Absolution
Requires  Penance (Rank 1)
Penance consumes your Renew to heal your target and nearby allies for an additional 210 Holy healing.

Consuming Renew this way also reduces the duration of your active Weakened Soul by 3 sec. ID 200592",Epic,Priest,60
201136,Chaos Manifesting,"Warlock Chaos Manifesting
Requires  Chaos Bolt (Rank 1)
After casting Chaos Bolt, you receive a Fire or Shadow Empowerment, increasing your damage dealt with that school by 10% for 8 sec. ID 201136",Epic,Warlock,60
201117,Shield of Wrath,Paladin ID 201117,Epic,Paladin,50
1013869,Survival Instincts,"Hunter Survival Instincts
Crossover Talent
You already know the Survival Instincts Talent. This Mystic Enchant will not activate if applied.

Reduces all damage taken by 4% and increases the critical strike chance of your Arcane Shot, Steady Shot, and Explosive Shot by 4%.

This Mystic Enchant does not stack with the Survival Instincts Talent. Requires 30 Beast Mastery or 30 Marksmanship Hunter Talents ID 1013869",Rare,Hunter,45
200869,Atonement,"Priest Atonement
Dealing damage with Smite or Holy Fire heals a nearby ally for 285. Dealing damage with Penance heals three nearby allies for 143. Casting any of these spells grants Atonement.

When healing yourself with Atonement it is 30% less effective.

 Atonement
Increases the critical chance and reduces the mana cost of your next Flash Heal or Prayer of Healing by 20%. You can store up to 3 charges.

Hold SHIFT for more information ID 200869",Legendary,Priest,30
200768,Vampiric Death,"Priest Vampiric Death
Requires  Vampiric Touch (Rank 1)
Shadow Word: Death consumes your Vampiric Touch on the target to deal damage based on 60% of the total damage of your Vampiric Touch. In addition, the damage you take from your Shadow Word: Death is reduced by 40%. ID 200768",Epic,Priest,50
201382,Power Slam,"Warrior Power Slam
Requires  Bloodsurge (Rank 3)
Your Slam has a 50% chance to trigger your Bloodsurge talent. ID 201382",Epic,Warrior,52
200131,Enslave Demon,"Warlock Enslave Demon
Teaches you how to permanently Enslave Demons. 

 Enslave Demon
30 yd range
Begins enslaving a demon to be your companion. 

Your armor is reduced by 100% while you focus on taming the demon for 20 sec. 

If you lose the demon's attention for any reason, the enslaving process will fail. Each type of demon has unique abilities that you will be able to make use of. ID 200131",Legendary,Warlock,30
554143,Glyph of Crippling Poison,"Rogue Glyph of Crippling Poison
Increases the chance to inflict your target with Crippling Poison by an additional 20%. ID 554143",Rare,Rogue,20
200158,Wraithweaver: Echoing Shadows,Priest ID 200158,Epic,Priest,30
201048,Blood-Soaked Mutilation,"Rogue Blood-Soaked Mutilation
Requires  Mutilate (Rank 1)
Mutilate damage is increased by 6% for every active bleed effect that you have applied to the target.

Crimson Tempest has a 20% chance per combo point to allow Garrote to be used outside of stealth. When used this way Garrote does not trigger its silence effect. ID 201048",Epic,Rogue,30
201545,Verdant Insight,"Druid Verdant Insight
Increases the healing of Lifebloom by 15%.

Periodic healing from Lifebloom has a 4% chance per stack to trigger Omen of Clarity. ID 201545",Epic,Druid,50
1013904,Glyph of Surge of Light,"Priest Glyph of Surge of Light
Increases the effectiveness of Smite and Flash heal by 15% when under the effects of Surge of Light. ID 1013904",Rare,Priest,35
201584,Pyroclastic Surprise,"Mage Pyroclastic Surprise
Casting Pyroblast while you and your target are not in combat guarantees it to critically hit. ID 201584",Epic,Mage,20
200141,Stormbound Instinct,Shaman ID 200141,Legendary,Shaman,30
201277,Consecrated Weapon,"Paladin Consecrated Weapon
Your Consecration empowers your weapon for 10 sec, increasing your melee critical chance by 6% and giving attacks a chance to restore 5% base mana. ID 201277",Epic,Paladin,15
1013625,Arcane Subtlety,"Mage Arcane Subtlety
Crossover Talent
Reduces the chance your helpful spells and damage over time effects will be dispelled by 30% and reduces the threat caused by your Arcane spells by 40%.

This Mystic Enchant does not stack with the Arcane Subtlety Talent. Requires 30 Fire or 30 Frost Mage Talents ID 1013625",Rare,Mage,45
200969,Outrage,"Warrior Outrage
Requires  Enrage (Rank 5)
Your Enrage talent increases your physical damage by an additional 5%. ID 200969",Epic,Warrior,29
1013845,Unyielding Faith,"Paladin Unyielding Faith
Crossover Talent
Reduces the duration of all Fear and Disorient effects by 30%.

This Mystic Enchant does not stack with the Unyielding Faith Talent. Requires 30 Protection or 30 Retribution Paladin Talents ID 1013845",Rare,Paladin,45
201388,Counterpoise,"Warrior Counterpoise
While above 50% rage, you gain 5% melee haste. While below 50% rage, you gain 3% melee critical strike chance. ID 201388",Epic,Warrior,15
1013900,Focused Fire,"Hunter Focused Fire
Crossover Talent
All damage caused by you is increased by 2% while your pet is active and the critical strike chance of your pet's special abilities is increased by 20% while Kill Command is active.

This Mystic Enchant does not stack with the Focused Fire Talent. ID 1013900",Rare,Hunter,45
201400,War Banner,Warrior ID 201400,Artifact,Warrior,35
